,date,tempMax,tempMin,tempAvg,tempDeparture,hdd,cdd,precipitation,newSnow,snowDepth,station
33676,2019-12-28,52,38,45.0,12.5,20,0,0.00,0.0,0,"Baiting Hollow, NY"
33677,2019-12-29,46,25,35.5,3.2,29,0,0.00,0.0,0,"Baiting Hollow, NY"
33678,2019-12-30,43,25,34.0,1.9,31,0,0.95,0.0,0,"Baiting Hollow, NY"
33679,2019-12-31,39,34,36.5,4.5,28,0,0.78,0.0,0,"Baiting Hollow, NY"
33680,2019-12-01,M,M,M,M,M,M,0.00,0.0,0,"Bridgehampton, NY"
33681,2019-12-02,43,22,32.5,-7.2,32,0,0.74,0.0,0,"Bridgehampton, NY"
33682,2019-12-03,43,30,36.5,-2.9,28,0,0.33,2.0,2,"Bridgehampton, NY"
33683,2019-12-04,43,30,36.5,-2.7,28,0,0.01,T,1,"Bridgehampton, NY"
33684,2019-12-05,39,31,35.0,-3.9,30,0,0.00,0.0,0,"Bridgehampton, NY"
33685,2019-12-06,44,34,39.0,0.4,26,0,0.00,0.0,0,"Bridgehampton, NY"
33686,2019-12-07,49,30,39.5,1.2,25,0,0.00,0.0,0,"Bridgehampton, NY"
33687,2019-12-08,37,16,26.5,-11.6,38,0,0.00,0.0,0,"Bridgehampton, NY"
33688,2019-12-09,52,15,33.5,-4.3,31,0,0.19,0.0,0,"Bridgehampton, NY"
33689,2019-12-10,57,51,54.0,16.4,11,0,1.73,0.0,0,"Bridgehampton, NY"
33690,2019-12-11,55,32,43.5,6.2,21,0,0.34,0.5,1,"Bridgehampton, NY"
33691,2019-12-12,33,26,29.5,-7.5,35,0,0.24,1.5,2,"Bridgehampton, NY"
33692,2019-12-13,39,18,28.5,-8.3,36,0,0.00,0.0,1,"Bridgehampton, NY"
33693,2019-12-14,56,39,47.5,11.0,17,0,1.40,0.0,0,"Bridgehampton, NY"
33694,2019-12-15,58,43,50.5,14.2,14,0,0.07,0.0,0,"Bridgehampton, NY"
33695,2019-12-16,47,30,38.5,2.5,26,0,0.00,0.0,0,"Bridgehampton, NY"
33696,2019-12-17,47,30,38.5,2.7,26,0,0.49,0.0,0,"Bridgehampton, NY"
33697,2019-12-18,38,31,34.5,-1.1,30,0,0.40,0.0,0,"Bridgehampton, NY"
33698,2019-12-19,39,18,28.5,-6.8,36,0,0.02,0.1,0,"Bridgehampton, NY"
33699,2019-12-20,35,17,26.0,-9.1,39,0,0.00,0.0,0,"Bridgehampton, NY"
33700,2019-12-21,32,16,24.0,-10.8,41,0,0.00,0.0,0,"Bridgehampton, NY"
33701,2019-12-22,36,16,26.0,-8.6,39,0,0.00,0.0,0,"Bridgehampton, NY"
33702,2019-12-23,44,21,32.5,-1.9,32,0,0.00,0.0,0,"Bridgehampton, NY"
33703,2019-12-24,55,21,38.0,3.8,27,0,0.00,0.0,0,"Bridgehampton, NY"
33704,2019-12-25,46,22,34.0,0.0,31,0,0.00,0.0,0,"Bridgehampton, NY"
33705,2019-12-26,46,23,34.5,0.8,30,0,0.00,0.0,0,"Bridgehampton, NY"
33706,2019-12-27,45,33,39.0,5.5,26,0,0.00,0.0,0,"Bridgehampton, NY"
33707,2019-12-28,51,31,41.0,7.7,24,0,0.00,0.0,0,"Bridgehampton, NY"
33708,2019-12-29,47,29,38.0,4.9,27,0,0.00,0.0,0,"Bridgehampton, NY"
33709,2019-12-30,44,30,37.0,4.1,28,0,0.56,0.0,0,"Bridgehampton, NY"
33710,2019-12-31,42,38,40.0,7.3,25,0,0.85,0.0,0,"Bridgehampton, NY"
33711,2019-12-01,35,19,27.0,-8.3,38,0,0.00,0.0,0,"Carmel 4N, NY"
33712,2019-12-02,32,21,26.5,-8.5,38,0,0.58,0.1,0,"Carmel 4N, NY"
33713,2019-12-03,32,23,27.5,-7.2,37,0,0.45,4.3,4,"Carmel 4N, NY"
33714,2019-12-04,31,21,26.0,-8.4,39,0,0.00,0.0,4,"Carmel 4N, NY"
33715,2019-12-05,33,26,29.5,-4.6,35,0,0.02,0.2,3,"Carmel 4N, NY"
33716,2019-12-06,36,27,31.5,-2.3,33,0,0.01,0.0,M,"Carmel 4N, NY"
33717,2019-12-07,40,19,29.5,-4.0,35,0,0.00,M,M,"Carmel 4N, NY"
33718,2019-12-08,32,10,21.0,-12.2,44,0,0.00,0.0,2,"Carmel 4N, NY"
33719,2019-12-09,38,11,24.5,-8.4,40,0,0.19,0.0,1,"Carmel 4N, NY"
33720,2019-12-10,51,36,43.5,10.9,21,0,0.69,0.0,0,"Carmel 4N, NY"
33721,2019-12-11,51,26,38.5,6.2,26,0,0.39,2.7,3,"Carmel 4N, NY"
33722,2019-12-12,34,14,24.0,-8.0,41,0,0.00,0.0,2,"Carmel 4N, NY"
33723,2019-12-13,29,15,22.0,-9.7,43,0,0.00,0.0,2,"Carmel 4N, NY"
33724,2019-12-14,46,28,37.0,5.6,28,0,2.22,0.0,0,"Carmel 4N, NY"
33725,2019-12-15,53,37,45.0,13.9,20,0,0.24,0.0,0,"Carmel 4N, NY"
33726,2019-12-16,44,26,35.0,4.2,30,0,0.00,0.0,0,"Carmel 4N, NY"
33727,2019-12-17,30,26,28.0,-2.5,37,0,0.03,0.4,0,"Carmel 4N, NY"
33728,2019-12-18,29,23,26.0,-4.2,39,0,0.64,0.2,0,"Carmel 4N, NY"
33729,2019-12-19,31,10,20.5,-9.4,44,0,0.02,0.2,0,"Carmel 4N, NY"
33730,2019-12-20,20,9,14.5,-15.1,50,0,0.00,0.0,0,"Carmel 4N, NY"
33731,2019-12-21,25,12,18.5,-10.8,46,0,0.00,0.0,0,"Carmel 4N, NY"
33732,2019-12-22,27,13,20.0,-9.0,45,0,0.00,0.0,0,"Carmel 4N, NY"
33733,2019-12-23,43,16,29.5,0.7,35,0,0.00,0.0,0,"Carmel 4N, NY"
33734,2019-12-24,52,26,39.0,10.5,26,0,0.00,0.0,0,"Carmel 4N, NY"
33735,2019-12-25,42,19,30.5,2.3,34,0,0.00,0.0,0,"Carmel 4N, NY"
33736,2019-12-26,40,20,30.0,2.1,35,0,0.00,0.0,0,"Carmel 4N, NY"
33737,2019-12-27,39,28,33.5,5.8,31,0,0.00,0.0,0,"Carmel 4N, NY"
33738,2019-12-28,45,36,40.5,13.1,24,0,0.03,0.0,0,"Carmel 4N, NY"
33739,2019-12-29,44,26,35.0,7.8,30,0,0.00,0.0,0,"Carmel 4N, NY"
33740,2019-12-30,38,27,32.5,5.6,32,0,0.57,0.0,0,"Carmel 4N, NY"
33741,2019-12-31,35,32,33.5,6.8,31,0,0.48,0.4,0,"Carmel 4N, NY"
33742,2019-12-01,39,28,33.5,-7.2,31,0,0.00,0.0,0,"Centerport, NY"
33743,2019-12-02,39,30,34.5,-5.9,30,0,0.74,0.3,0,"Centerport, NY"
33744,2019-12-03,36,29,32.5,-7.6,32,0,0.41,1.7,2,"Centerport, NY"
33745,2019-12-04,35,29,32.0,-7.9,33,0,0.00,0.0,1,"Centerport, NY"
33746,2019-12-05,38,31,34.5,-5.1,30,0,0.00,0.0,0,"Centerport, NY"
33747,2019-12-06,42,33,37.5,-1.8,27,0,0.00,0.0,0,"Centerport, NY"
33748,2019-12-07,48,31,39.5,0.5,25,0,T,0.0,0,"Centerport, NY"
33749,2019-12-08,37,22,29.5,-9.3,35,0,0.00,0.0,0,"Centerport, NY"
33750,2019-12-09,40,23,31.5,-7.0,33,0,0.31,0.0,0,"Centerport, NY"
33751,2019-12-10,55,40,47.5,9.3,17,0,1.81,0.0,0,"Centerport, NY"
33752,2019-12-11,56,31,43.5,5.5,21,0,0.60,2.5,2,"Centerport, NY"
33753,2019-12-12,34,25,29.5,-8.2,35,0,0.03,0.3,2,"Centerport, NY"
33754,2019-12-13,32,25,28.5,-9.0,36,0,0.00,0.0,2,"Centerport, NY"
33755,2019-12-14,49,32,40.5,3.3,24,0,3.13,0.0,0,"Centerport, NY"
33756,2019-12-15,58,42,50.0,13.0,15,0,0.11,0.0,0,"Centerport, NY"
33757,2019-12-16,47,31,39.0,2.3,26,0,0.00,0.0,0,"Centerport, NY"
33758,2019-12-17,35,32,33.5,-3.0,31,0,S,T,0,"Centerport, NY"
33759,2019-12-18,34,30,32.0,-4.2,33,0,0.97A,0.0,0,"Centerport, NY"
33760,2019-12-19,38,16,27.0,-9.0,38,0,0.01,T,T,"Centerport, NY"
33761,2019-12-20,24,17,20.5,-15.2,44,0,0.00,0.0,0,"Centerport, NY"
33762,2019-12-21,30,21,25.5,-10.0,39,0,0.00,0.0,0,"Centerport, NY"
33763,2019-12-22,32,22,27.0,-8.3,38,0,0.00,0.0,0,"Centerport, NY"
33764,2019-12-23,46,25,35.5,0.5,29,0,0.00,0.0,0,"Centerport, NY"
33765,2019-12-24,56,36,46.0,11.2,19,0,0.00,0.0,0,"Centerport, NY"
33766,2019-12-25,44,28,36.0,1.4,29,0,0.00,0.0,0,"Centerport, NY"
33767,2019-12-26,40,28,34.0,-0.3,31,0,0.00,0.0,0,"Centerport, NY"
33768,2019-12-27,43,33,38.0,3.9,27,0,T,0.0,0,"Centerport, NY"
33769,2019-12-28,54,42,48.0,14.1,17,0,0.00,0.0,0,"Centerport, NY"
33770,2019-12-29,46,32,39.0,5.3,26,0,0.00,0.0,0,"Centerport, NY"
33771,2019-12-30,42,33,37.5,4.0,27,0,0.69,0.0,0,"Centerport, NY"
33772,2019-12-31,40,36,38.0,4.8,27,0,0.46,0.0,0,"Centerport, NY"
33773,2019-12-01,42,29,35.5,-5.8,29,0,0.39,,,"Farmingdale, NY"
33774,2019-12-02,40,32,36.0,-5.1,29,0,0.07,,,"Farmingdale, NY"
33775,2019-12-03,37,30,33.5,-7.3,31,0,T,,,"Farmingdale, NY"
33776,2019-12-04,40,31,35.5,-5.0,29,0,0.00,,,"Farmingdale, NY"
33777,2019-12-05,43,35,39.0,-1.3,26,0,0.00,,,"Farmingdale, NY"
33778,2019-12-06,49,33,41.0,1.0,24,0,T,,,"Farmingdale, NY"
33779,2019-12-07,39,27,33.0,-6.7,32,0,0.00,,,"Farmingdale, NY"
33780,2019-12-08,46,21,33.5,-6.0,31,0,0.00,,,"Farmingdale, NY"
33781,2019-12-09,56,43,49.5,10.3,15,0,1.81,,,"Farmingdale, NY"
33782,2019-12-10,57,42,49.5,10.6,15,0,0.12,,,"Farmingdale, NY"
33783,2019-12-11,42,31,36.5,-2.2,28,0,0.20,,,"Farmingdale, NY"
33784,2019-12-12,34,26,30.0,-8.4,35,0,0.00,,,"Farmingdale, NY"
33785,2019-12-13,55,27,41.0,2.8,24,0,0.83,,,"Farmingdale, NY"
33786,2019-12-14,58,45,51.5,13.6,13,0,0.96,,,"Farmingdale, NY"
33787,2019-12-15,50,36,43.0,5.3,22,0,0.00,,,"Farmingdale, NY"
33788,2019-12-16,37,32,34.5,-2.9,30,0,0.09,,,"Farmingdale, NY"
33789,2019-12-17,36,32,34.0,-3.2,31,0,0.70,,,"Farmingdale, NY"
33790,2019-12-18,39,22,30.5,-6.4,34,0,T,,,"Farmingdale, NY"
33791,2019-12-19,26,17,21.5,-15.2,43,0,0.00,,,"Farmingdale, NY"
33792,2019-12-20,34,22,28.0,-8.4,37,0,0.00,,,"Farmingdale, NY"
33793,2019-12-21,39,22,30.5,-5.7,34,0,0.00,,,"Farmingdale, NY"
33794,2019-12-22,47,23,35.0,-1.0,30,0,0.00,,,"Farmingdale, NY"
33795,2019-12-23,57,33,45.0,9.3,20,0,0.00,,,"Farmingdale, NY"
33796,2019-12-24,49,31,40.0,4.5,25,0,0.00,,,"Farmingdale, NY"
33797,2019-12-25,48,28,38.0,2.7,27,0,0.00,,,"Farmingdale, NY"
33798,2019-12-26,47,32,39.5,4.5,25,0,0.00,,,"Farmingdale, NY"
33799,2019-12-27,53,44,48.5,13.7,16,0,0.00,,,"Farmingdale, NY"
33800,2019-12-28,51,36,43.5,8.9,21,0,0.00,,,"Farmingdale, NY"
33801,2019-12-29,45,30,37.5,3.1,27,0,0.22,,,"Farmingdale, NY"
33802,2019-12-30,43,38,40.5,6.3,24,0,0.33,,,"Farmingdale, NY"
33803,2019-12-31,45,38,41.5,7.5,23,0,T,,,"Farmingdale, NY"
33804,2019-12-01,41,27,34.0,-6.9,31,0,0.63,0.2,0,"Islip, NY"
33805,2019-12-02,40,31,35.5,-5.1,29,0,0.19,0.6,0,"Islip, NY"
33806,2019-12-03,38,29,33.5,-6.8,31,0,0.17,1.1,2,"Islip, NY"
33807,2019-12-04,40,27,33.5,-6.6,31,0,0.00,0.0,0,"Islip, NY"
33808,2019-12-05,45,32,38.5,-1.3,26,0,T,T,0,"Islip, NY"
33809,2019-12-06,49,30,39.5,0.0,25,0,T,0.0,0,"Islip, NY"
33810,2019-12-07,39,25,32.0,-7.3,33,0,0.00,0.0,0,"Islip, NY"
33811,2019-12-08,45,17,31.0,-8.0,34,0,0.00,0.0,0,"Islip, NY"
33812,2019-12-09,56,43,49.5,10.8,15,0,1.79,0.0,0,"Islip, NY"
33813,2019-12-10,55,42,48.5,10.0,16,0,0.11,0.0,0,"Islip, NY"
33814,2019-12-11,42,30,36.0,-2.2,29,0,0.32,1.9,1,"Islip, NY"
33815,2019-12-12,34,23,28.5,-9.5,36,0,0.00,0.0,1,"Islip, NY"
33816,2019-12-13,54,25,39.5,1.8,25,0,0.96,0.0,0,"Islip, NY"
33817,2019-12-14,58,46,52.0,14.5,13,0,1.61,0.0,0,"Islip, NY"
33818,2019-12-15,49,35,42.0,4.8,23,0,0.00,0.0,0,"Islip, NY"
33819,2019-12-16,37,30,33.5,-3.5,31,0,0.11,0.1,0,"Islip, NY"
33820,2019-12-17,35,31,33.0,-3.7,32,0,0.96,0.0,0,"Islip, NY"
33821,2019-12-18,41,22,31.5,-5.0,33,0,0.02,0.3,0,"Islip, NY"
33822,2019-12-19,25,17,21.0,-15.3,44,0,0.00,0.0,0,"Islip, NY"
33823,2019-12-20,33,20,26.5,-9.5,38,0,0.00,0.0,0,"Islip, NY"
33824,2019-12-21,39,20,29.5,-6.3,35,0,0.00,0.0,0,"Islip, NY"
33825,2019-12-22,47,22,34.5,-1.1,30,0,0.00,0.0,0,"Islip, NY"
33826,2019-12-23,55,31,43.0,7.6,22,0,0.00,0.0,0,"Islip, NY"
33827,2019-12-24,48,27,37.5,2.3,27,0,0.00,0.0,0,"Islip, NY"
33828,2019-12-25,48,23,35.5,0.6,29,0,0.00,0.0,0,"Islip, NY"
33829,2019-12-26,45,29,37.0,2.3,28,0,0.00,0.0,0,"Islip, NY"
33830,2019-12-27,53,43,48.0,13.5,17,0,T,0.0,0,"Islip, NY"
33831,2019-12-28,49,34,41.5,7.2,23,0,0.00,0.0,0,"Islip, NY"
33832,2019-12-29,44,29,36.5,2.4,28,0,0.39,0.0,0,"Islip, NY"
33833,2019-12-30,42,37,39.5,5.5,25,0,0.74,0.0,0,"Islip, NY"
33834,2019-12-31,44,36,40.0,6.2,25,0,0.01,0.0,0,"Islip, NY"
33835,2019-12-01,44,28,36.0,-5.4,29,0,0.05,,,"Molly CERCOM, NY"
33836,2019-12-02,42,33,37.5,-3.6,27,0,1.20,,,"Molly CERCOM, NY"
33837,2019-12-03,40,30,35.0,-5.8,30,0,0.24,,,"Molly CERCOM, NY"
33838,2019-12-04,37,30,33.5,-7.1,31,0,0.00,,,"Molly CERCOM, NY"
33839,2019-12-05,42,34,38.0,-2.3,27,0,0.00,,,"Molly CERCOM, NY"
33840,2019-12-06,42,32,37.0,-3.0,28,0,0.00,,,"Molly CERCOM, NY"
33841,2019-12-07,45,31,38.0,-1.8,27,0,0.00,,,"Molly CERCOM, NY"
33842,2019-12-08,40,21,30.5,-9.0,34,0,0.00,,,"Molly CERCOM, NY"
33843,2019-12-09,49,32,40.5,1.3,24,0,0.10,,,"Molly CERCOM, NY"
33844,2019-12-10,51,43,47.0,8.0,18,0,0.10,,,"Molly CERCOM, NY"
33845,2019-12-11,51,30,40.5,1.8,24,0,1.40,,,"Molly CERCOM, NY"
33846,2019-12-12,46,26,36.0,-2.5,29,0,0.00,,,"Molly CERCOM, NY"
33847,2019-12-13,45,26,35.5,-2.7,29,0,0.00,,,"Molly CERCOM, NY"
33848,2019-12-14,M,M,M,M,M,M,S,,,"Molly CERCOM, NY"
33849,2019-12-15,M,M,M,M,M,M,M,,,"Molly CERCOM, NY"
33850,2019-12-16,48,31,39.5,2.0,25,0,M,,,"Molly CERCOM, NY"
33851,2019-12-17,36,31,33.5,-3.8,31,0,2.05A,,,"Molly CERCOM, NY"
33852,2019-12-18,37,31,34.0,-3.1,31,0,0.33,,,"Molly CERCOM, NY"
33853,2019-12-19,37,16,26.5,-10.3,38,0,0.00,,,"Molly CERCOM, NY"
33854,2019-12-20,30,20,25.0,-11.6,40,0,0.00,,,"Molly CERCOM, NY"
33855,2019-12-21,36,22,29.0,-7.4,36,0,0.00,,,"Molly CERCOM, NY"
33856,2019-12-22,37,25,31.0,-5.2,34,0,0.00,,,"Molly CERCOM, NY"
33857,2019-12-23,42,33,37.5,1.5,27,0,0.00,,,"Molly CERCOM, NY"
33858,2019-12-24,49,38,43.5,7.8,21,0,0.00,,,"Molly CERCOM, NY"
33859,2019-12-25,49,30,39.5,4.0,25,0,0.01,,,"Molly CERCOM, NY"
33860,2019-12-26,46,33,39.5,4.2,25,0,0.00,,,"Molly CERCOM, NY"
33861,2019-12-27,46,40,43.0,7.9,22,0,0.00,,,"Molly CERCOM, NY"
33862,2019-12-28,49,37,43.0,8.1,22,0,0.01,,,"Molly CERCOM, NY"
33863,2019-12-29,49,31,40.0,5.3,25,0,0.00,,,"Molly CERCOM, NY"
33864,2019-12-30,42,40,41.0,6.5,24,0,0.87,,,"Molly CERCOM, NY"
33865,2019-12-31,42,36,39.0,4.6,26,0,0.37,,,"Molly CERCOM, NY"
33866,2019-12-01,M,M,M,M,M,M,M,,,"Montauk, NY"
33867,2019-12-02,M,M,M,M,M,M,M,,,"Montauk, NY"
33868,2019-12-03,M,M,M,M,M,M,M,,,"Montauk, NY"
33869,2019-12-04,40,34,37.0,-5.4,28,0,0.00,,,"Montauk, NY"
33870,2019-12-05,44,37,40.5,-1.7,24,0,0.01,,,"Montauk, NY"
33871,2019-12-06,50,36,43.0,1.1,22,0,0.01,,,"Montauk, NY"
33872,2019-12-07,39,30,34.5,-7.2,30,0,0.00,,,"Montauk, NY"
33873,2019-12-08,48,18,33.0,-8.4,32,0,0.00,,,"Montauk, NY"
33874,2019-12-09,58,47,52.5,11.3,12,0,1.65,,,"Montauk, NY"
33875,2019-12-10,56,45,50.5,9.6,14,0,0.11,,,"Montauk, NY"
33876,2019-12-11,45,30,37.5,-3.1,27,0,0.00,,,"Montauk, NY"
33877,2019-12-12,35,21,28.0,-12.4,37,0,0.00,,,"Montauk, NY"
33878,2019-12-13,53,32,42.5,2.3,22,0,0.40,,,"Montauk, NY"
33879,2019-12-14,58,49,53.5,13.6,11,0,0.97,,,"Montauk, NY"
33880,2019-12-15,49,38,43.5,3.8,21,0,0.00,,,"Montauk, NY"
33881,2019-12-16,38,32,35.0,-4.4,30,0,0.01,,,"Montauk, NY"
33882,2019-12-17,40,31,35.5,-3.7,29,0,0.67,,,"Montauk, NY"
33883,2019-12-18,39,25,32.0,-6.9,33,0,0.03,,,"Montauk, NY"
33884,2019-12-19,26,18,22.0,-16.7,43,0,0.00,,,"Montauk, NY"
33885,2019-12-20,32,22,27.0,-11.4,38,0,0.00,,,"Montauk, NY"
33886,2019-12-21,40,23,31.5,-6.7,33,0,0.00,,,"Montauk, NY"
33887,2019-12-22,45,25,35.0,-2.9,30,0,0.00,,,"Montauk, NY"
33888,2019-12-23,53,39,46.0,8.3,19,0,0.00,,,"Montauk, NY"
33889,2019-12-24,48,27,37.5,0.0,27,0,0.00,,,"Montauk, NY"
33890,2019-12-25,45,32,38.5,1.3,26,0,0.00,,,"Montauk, NY"
33891,2019-12-26,44,30,37.0,0.0,28,0,0.00,,,"Montauk, NY"
33892,2019-12-27,50,41,45.5,8.7,19,0,0.00,,,"Montauk, NY"
33893,2019-12-28,48,41,44.5,8.0,20,0,0.00,,,"Montauk, NY"
33894,2019-12-29,42,39,40.5,4.2,24,0,0.23,,,"Montauk, NY"
33895,2019-12-30,43,40,41.5,5.4,23,0,1.37,,,"Montauk, NY"
33896,2019-12-31,43,39,41.0,5.1,24,0,0.18,,,"Montauk, NY"
33897,2019-12-01,29,19,24.0,-11.4,41,0,0.65,,,"Montgomery, NY"
33898,2019-12-02,32,29,30.5,-4.6,34,0,0.26,,,"Montgomery, NY"
33899,2019-12-03,35,22,28.5,-6.3,36,0,0.08,,,"Montgomery, NY"
33900,2019-12-04,34,26,30.0,-4.5,35,0,T,,,"Montgomery, NY"
33901,2019-12-05,38,31,34.5,0.3,30,0,T,,,"Montgomery, NY"
33902,2019-12-06,42,24,33.0,-0.9,32,0,T,,,"Montgomery, NY"
33903,2019-12-07,34,13,23.5,-10.1,41,0,0.00,,,"Montgomery, NY"
33904,2019-12-08,34,6,20.0,-13.3,45,0,0.00,,,"Montgomery, NY"
33905,2019-12-09,45,21,33.0,0.0,32,0,0.35,,,"Montgomery, NY"
33906,2019-12-10,49,34,41.5,8.8,23,0,0.23,,,"Montgomery, NY"
33907,2019-12-11,35,27,31.0,-1.5,34,0,0.09,,,"Montgomery, NY"
33908,2019-12-12,32,19,25.5,-6.7,39,0,0.00,,,"Montgomery, NY"
33909,2019-12-13,38,18,28.0,-3.9,37,0,0.41,,,"Montgomery, NY"
33910,2019-12-14,47,38,42.5,10.8,22,0,0.61,,,"Montgomery, NY"
33911,2019-12-15,44,30,37.0,5.6,28,0,T,,,"Montgomery, NY"
33912,2019-12-16,32,25,28.5,-2.6,36,0,0.00,,,"Montgomery, NY"
33913,2019-12-17,30,27,28.5,-2.4,36,0,0.39,,,"Montgomery, NY"
33914,2019-12-18,32,16,24.0,-6.6,41,0,T,,,"Montgomery, NY"
33915,2019-12-19,22,12,17.0,-13.4,48,0,0.00,,,"Montgomery, NY"
33916,2019-12-20,32,14,23.0,-7.2,42,0,0.00,,,"Montgomery, NY"
33917,2019-12-21,26,13,19.5,-10.4,45,0,0.00,,,"Montgomery, NY"
33918,2019-12-22,41,15,28.0,-1.7,37,0,0.00,,,"Montgomery, NY"
33919,2019-12-23,53,22,37.5,8.0,27,0,0.00,,,"Montgomery, NY"
33920,2019-12-24,45,21,33.0,3.8,32,0,0.00,,,"Montgomery, NY"
33921,2019-12-25,41,17,29.0,0.0,36,0,0.00,,,"Montgomery, NY"
33922,2019-12-26,41,21,31.0,2.2,34,0,0.00,,,"Montgomery, NY"
33923,2019-12-27,48,31,39.5,10.9,25,0,T,,,"Montgomery, NY"
33924,2019-12-28,47,27,37.0,8.6,28,0,T,,,"Montgomery, NY"
33925,2019-12-29,38,24,31.0,2.8,34,0,0.41,,,"Montgomery, NY"
33926,2019-12-30,37,32,34.5,6.5,30,0,0.62,,,"Montgomery, NY"
33927,2019-12-31,40,33,36.5,8.7,28,0,0.03,,,"Montgomery, NY"
33928,2019-12-01,42,28,35.0,-8.6,30,0,0.06,T,0,"Mount Sinai, NY"
33929,2019-12-02,53,41,47.0,3.7,18,0,0.63,T,0,"Mount Sinai, NY"
33930,2019-12-03,53,36,44.5,1.5,20,0,0.10,1.0,0,"Mount Sinai, NY"
33931,2019-12-04,41,31,36.0,-6.7,29,0,0.00,0.0,0,"Mount Sinai, NY"
33932,2019-12-05,45,35,40.0,-2.4,25,0,0.00,0.0,0,"Mount Sinai, NY"
33933,2019-12-06,47,33,40.0,-2.0,25,0,T,0.0,0,"Mount Sinai, NY"
33934,2019-12-07,49,31,40.0,-1.7,25,0,0.00,0.0,0,"Mount Sinai, NY"
33935,2019-12-08,37,17,27.0,-14.4,38,0,0.00,0.0,0,"Mount Sinai, NY"
33936,2019-12-09,60,31,45.5,4.4,19,0,1.00,0.0,0,"Mount Sinai, NY"
33937,2019-12-10,62,45,53.5,12.7,11,0,1.23,0.0,0,"Mount Sinai, NY"
33938,2019-12-11,60,48,54.0,13.5,11,0,0.32,3.0,1,"Mount Sinai, NY"
33939,2019-12-12,55,32,43.5,3.3,21,0,0.00,0.0,0,"Mount Sinai, NY"
33940,2019-12-13,62,32,47.0,7.2,18,0,0.40,0.0,0,"Mount Sinai, NY"
33941,2019-12-14,61,50,55.5,16.0,9,0,2.37,0.0,0,"Mount Sinai, NY"
33942,2019-12-15,57,42,49.5,10.3,15,0,T,0.0,0,"Mount Sinai, NY"
33943,2019-12-16,44,31,37.5,-1.4,27,0,0.00,0.0,0,"Mount Sinai, NY"
33944,2019-12-17,49,32,40.5,1.9,24,0,0.92,0.0,0,"Mount Sinai, NY"
33945,2019-12-18,53,30,41.5,3.1,23,0,T,T,0,"Mount Sinai, NY"
33946,2019-12-19,40,18,29.0,-9.1,36,0,0.00,0.0,0,"Mount Sinai, NY"
33947,2019-12-20,31,21,26.0,-11.8,39,0,0.00,0.0,0,"Mount Sinai, NY"
33948,2019-12-21,35,22,28.5,-9.0,36,0,0.00,0.0,0,"Mount Sinai, NY"
33949,2019-12-22,48,23,35.5,-1.7,29,0,0.00,0.0,0,"Mount Sinai, NY"
33950,2019-12-23,57,34,45.5,8.5,19,0,0.00,0.0,0,"Mount Sinai, NY"
33951,2019-12-24,55,41,48.0,11.3,17,0,0.00,0.0,0,"Mount Sinai, NY"
33952,2019-12-25,46,27,36.5,0.0,28,0,0.00,0.0,0,"Mount Sinai, NY"
33953,2019-12-26,50,29,39.5,3.3,25,0,0.00,0.0,0,"Mount Sinai, NY"
33954,2019-12-27,62,49,55.5,19.5,9,0,T,0.0,0,"Mount Sinai, NY"
33955,2019-12-28,62,49,55.5,19.7,9,0,0.00,0.0,0,"Mount Sinai, NY"
33956,2019-12-29,51,37,44.0,8.5,21,0,T,0.0,0,"Mount Sinai, NY"
33957,2019-12-30,62,42,52.0,16.7,13,0,1.10,0.0,0,"Mount Sinai, NY"
33958,2019-12-31,56,52,54.0,18.9,11,0,0.33,0.0,0,"Mount Sinai, NY"
33959,2019-12-01,39,30,34.5,-8.7,30,0,0.62,T,0,"NY Central Park, NY"
33960,2019-12-02,37,31,34.0,-8.9,31,0,0.48,1.3,0,"NY Central Park, NY"
33961,2019-12-03,36,30,33.0,-9.6,32,0,0.02,0.3,1,"NY Central Park, NY"
33962,2019-12-04,39,32,35.5,-6.8,29,0,T,0.0,0,"NY Central Park, NY"
33963,2019-12-05,42,36,39.0,-3.0,26,0,0.00,0.0,0,"NY Central Park, NY"
33964,2019-12-06,50,34,42.0,0.3,23,0,0.00,0.0,0,"NY Central Park, NY"
33965,2019-12-07,38,30,34.0,-7.4,31,0,0.00,0.0,0,"NY Central Park, NY"
33966,2019-12-08,46,28,37.0,-4.1,28,0,0.00,0.0,0,"NY Central Park, NY"
33967,2019-12-09,55,42,48.5,7.6,16,0,1.57,0.0,0,"NY Central Park, NY"
33968,2019-12-10,58,39,48.5,7.9,16,0,0.13,0.0,0,"NY Central Park, NY"
33969,2019-12-11,40,31,35.5,-4.8,29,0,0.26,0.2,T,"NY Central Park, NY"
33970,2019-12-12,36,26,31.0,-9.0,34,0,0.00,0.0,0,"NY Central Park, NY"
33971,2019-12-13,48,33,40.5,0.8,24,0,0.81,0.0,0,"NY Central Park, NY"
33972,2019-12-14,56,45,50.5,11.0,14,0,1.16,0.0,0,"NY Central Park, NY"
33973,2019-12-15,49,37,43.0,3.8,22,0,0.00,0.0,0,"NY Central Park, NY"
33974,2019-12-16,37,33,35.0,-3.9,30,0,0.10,0.0,0,"NY Central Park, NY"
33975,2019-12-17,35,32,33.5,-5.1,31,0,0.90,0.0,0,"NY Central Park, NY"
33976,2019-12-18,36,21,28.5,-9.9,36,0,0.03,0.7,0,"NY Central Park, NY"
